gold_label,sequence,attention_mask,token_type
contradiction,"[CLS] nor ##iko meets u ##eno ##54 in u ##eno station # 54 . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] ku ##mi ##ko ' s grandfather awake ##ns quickly for her . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] nor ##iko resorts to the internet after feeling alien ##ated and misunderstood by her parents . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] nor ##iko moves to tokyo . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] tae ##ko is the wife of te ##tsu ##zo . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] te ##tsu ##zo contacted broken dam ' s member . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] the teenage girl is 17 years old . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] te ##tsu ##zo made broken dam to pose as a client for i . c . corp . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] yu ##ka runs off to tokyo . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] the representative ref ##ute ##s the existence of a "" suicide club "" and instead expo ##unds on a concept of social roles that forms the basis of his organisation . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] nor ##iko ran away to tokyo on december 10th , 2001 . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
